Artist,Number of weeks in top ten,Peak,Peak date,Title,Top ten entry date,Year
2Pac featuring K-Ci & JoJo / featuring Dr. Dre,11,1,13-Jul,"How Do U Want It"" / ""California Love",22-Jun,1996
Los Del Rio,23,1,3-Aug,Macarena (Bayside Boys Remix),29-Jun,1996
Monica,2,9,6-Jul,"Why I Love You So Much"" / ""Ain't Nobody",6-Jul,1996
Keith Sweat,18,2,17-Aug,Twisted,13-Jul,1996
Quad City DJ's,15,3,17-Aug,C'mon N' Ride It (The Train),13-Jul,1996
R. Kelly,10,5,3-Aug,I Can't Sleep Baby (If I),20-Jul,1996
Eric Clapton,16,5,17-Aug,Change the World,20-Jul,1996
Alanis Morissette,7,6,27-Jul,"You Learn"" / ""You Oughta Know",27-Jul,1996
LL Cool J featuring Total,11,3,24-Aug,Loungin,3-Aug,1996
Donna Lewis,16,2,24-Aug,I Love You Always Forever,17-Aug,1996
New Edition,2,3,31-Aug,Hit Me Off,31-Aug,1996
Céline Dion,19,2,26-Oct,It's All Coming Back to Me Now,14-Sep,1996
No Mercy,12,5,12-Oct,Where Do You Go,28-Sep,1996
Az Yet,4,9,19-Oct,Last Night,12-Oct,1996
Blackstreet featuring Dr. Dre,18,1,9-Nov,No Diggity,19-Oct,1996
Babyface,5,6,9-Nov,This Is for the Lover in You,26-Oct,1996
Merril Bainbridge,15,4,23-Nov,Mouth,26-Oct,1996
Toni Braxton,25,1,7-Dec,Un-Break My Heart,2-Nov,1996
Keith Sweat featuring Athena Cage,18,3,7-Dec,Nobody,9-Nov,1996
Ginuwine,6,6,23-Nov,Pony,16-Nov,1996
Barbra Streisand and Bryan Adams,5,8,7-Dec,I Finally Found Someone,7-Dec,1996
R. Kelly,16,2,21-Dec,I Believe I Can Fly,21-Dec,1996
En Vogue,17,2,18-Jan,Don't Let Go (Love),30-Nov,1997
New Edition,11,7,11-Jan,I'm Still In Love With You,30-Nov,1997
Whitney Houston,9,4,1-Feb,I Believe in You and Me,28-Dec,1997
Seal,1,10,18-Jan,Fly Like an Eagle,18-Jan,1997
Sheryl Crow,1,10,25-Jan,If It Makes You Happy,25-Jan,1997
Spice Girls,15,1,22-Feb,Wannabe,1-Feb,1997
Jewel,19,2,19-Apr,You Were Meant for Me,1-Feb,1997
Puff Daddy featuring Mase,16,1,22-Mar,Can't Nobody Hold Me Down,8-Feb,1997
Babyface featuring Mariah Carey and Kenny G,9,6,22-Mar,Every Time I Close My Eyes,15-Feb,1997
Dru Hill,9,4,29-Mar,In My Bed,22-Feb,1997
U2,1,10,22-Feb,Discothèque,22-Feb,1997
Madonna,3,8,1-Mar,Don't Cry for Me Argentina,1-Mar,1997
Monica,12,4,19-Apr,For You I Will,15-Mar,1997
702,1,10,22-Mar,Get It Together,22-Mar,1997
Céline Dion,5,4,5-Apr,All By Myself,29-Mar,1997
Foxy Brown featuring Jay-Z,4,7,12-Apr,I'll Be,29-Mar,1997
Savage Garden,8,4,10-May,I Want You,12-Apr,1997
The Notorious B.I.G,8,1,3-May,Hypnotize,26-Apr,1997
Mark Morrison,15,2,7-Jun,Return of the Mack,26-Apr,1997
Az Yet featuring Peter Cetera,5,8,3-May,Hard to Say I'm Sorry,26-Apr,1997
Paula Cole,6,8,10-May,Where Have All the Cowboys Gone?,26-Apr,1997
B-Rock & the Bizz,1,10,3-May,My Baby Daddy,3-May,1997
Hanson,12,1,24-May,MMMBop,10-May,1997
Rome,9,6,7-Jun,I Belong to You (Every Time I See Your Face),17-May,1997
Spice Girls,9,3,31-May,Say You'll Be There,24-May,1997
The Verve Pipe,6,5,7-Jun,The Freshmen,31-May,1997
Changing Faces,5,8,7-Jun,G.H.E.T.T.O.U.T,7-Jun,1997
Tim McGraw and Faith Hill,6,7,19-Jul,It's Your Love,7-Jun,1997
Puff Daddy featuring Faith Evans and 112,17,1,14-Jun,I'll Be Missing You,14-Jun,1997
Meredith Brooks,11,2,12-Jul,Bitch,14-Jun,1997
Bone Thugs-n-Harmony,7,4,21-Jun,Look Into My Eyes,21-Jun,1997
Shawn Colvin,6,7,26-Jul,Sunny Came Home,12-Jul,1997
Robyn,8,7,2-Aug,Do You Know (What It Takes),12-Jul,1997
Backstreet Boys,18,2,6-Sep,Quit Playing Games (with My Heart),12-Jul,1997
Third Eye Blind,14,4,9-Aug,Semi-Charmed Life,26-Jul,1997
R. Kelly,2,9,2-Aug,Gotham City,26-Jul,1997
The Notorious B.I.G. featuring Puff Daddy and Mase,12,1,30-Aug,Mo Money Mo Problems,2-Aug,1997
LeAnn Rimes,32,2,13-Dec,How Do I Live,9-Aug,1997
"Lil' Kim featuring Da Brat, Missy Elliott, Angie Martinez, and Left Eye",5,6,9-Aug,Not Tonight,9-Aug,1997
Dru Hill,6,7,23-Aug,Never Make a Promise,9-Aug,1997
Spice Girls,9,4,6-Sep,2 Become 1,16-Aug,1997
Usher,23,2,25-Oct,You Make Me Wanna...,6-Sep,1997
Aqua,3,7,6-Sep,Barbie Girl,6-Sep,1997
Mariah Carey,8,1,13-Sep,Honey,13-Sep,1997
Jewel,9,7,1-Nov,Foolish Games,20-Sep,1997
Boyz II Men,10,1,4-Oct,4 Seasons of Loneliness,27-Sep,1997
Elton John,17,1,11-Oct,"Candle in the Wind 1997"" / ""Something About the Way You Look Tonight",11-Oct,1997
Allure featuring 112,8,4,22-Nov,All Cried Out,18-Oct,1997
Somethin' for the People featuring Trina & Tamara,10,4,29-Nov,My Love Is the Shhh!,25-Oct,1997
Chumbawamba,12,6,29-Nov,Tubthumping,1-Nov,1997
Aaliyah,3,9,15-Nov,The One I Gave My Heart To,8-Nov,1997
LSG,11,4,6-Dec,My Body,15-Nov,1997
Mase,9,5,13-Dec,Feel So Good,22-Nov,1997
Robyn,10,7,29-Nov,Show Me Love,29-Nov,1997
Hanson,2,9,13-Dec,I Will Come to You,6-Dec,1997
Puff Daddy featuring The Notorious B.I.G. and Mase,12,2,3-Jan,"Been Around the World"" / ""It's All About the Benjamins",13-Dec,1998
Janet Jackson,14,1,31-Jan,Together Again,20-Dec,1998
Savage Garden,26,1,17-Jan,Truly Madly Deeply,27-Dec,1998
Boyz II Men,6,7,14-Feb,A Song for Mama,3-Jan,1998
Usher,14,1,14-Feb,Nice & Slow,24-Jan,1998
Uncle Sam,6,6,7-Feb,I Don't Ever Want to See You Again,31-Jan,1998
Busta Rhymes,2,9,7-Feb,Dangerous,7-Feb,1998
Destiny's Child featuring Wyclef Jean,8,3,28-Mar,"No, No, No Part II",14-Feb,1998
Third Eye Blind,1,9,14-Feb,How's It Going to Be,14-Feb,1998
Spice Girls,1,9,21-Feb,Too Much,21-Feb,1998
Mase featuring Total,5,6,21-Mar,What You Want,21-Feb,1998
Céline Dion,8,1,28-Feb,My Heart Will Go On,28-Feb,1998
Will Smith,6,1,14-Mar,Gettin' Jiggy wit It,28-Feb,1998
K. P. & Envyi,3,6,14-Mar,Swing My Way,7-Mar,1998
Wyclef Jean,6,7,21-Mar,Gone Till November,14-Mar,1998
Madonna,8,2,4-Apr,Frozen,21-Mar,1998
Montell Jordan featuring Master P and Silkk the Shocker,8,2,11-Apr,Let's Ride,28-Mar,1998
Lord Tariq and Peter Gunz,2,9,28-Mar,Deja Vu (Uptown Baby),28-Mar,1998
K-Ci & JoJo,12,1,4-Apr,All My Life,4-Apr,1998
Next,23,1,25-Apr,Too Close,4-Apr,1998
Sylk-E. Fyne featuring Chill,4,6,18-Apr,Romeo and Juliet,11-Apr,1998
Marcy Playground,4,8,18-Apr,Sex and Candy,18-Apr,1998
Shania Twain,23,2,2-May,You're Still the One,25-Apr,1998
Public Announcement,6,5,16-May,Body Bumpin' (Yippie-Yi-Yo),25-Apr,1998
Backstreet Boys,12,4,9-May,Everybody (Backstreet's Back),2-May,1998
Mariah Carey,12,1,23-May,My All,9-May,1998
Busta Rhymes,1,10,9-May,Turn It Up,9-May,1998
Mýa featuring Sisqó,4,6,16-May,It's All About Me,16-May,1998
Xscape,5,7,30-May,The Arms of the One Who Loves You,16-May,1998
Janet Jackson featuring Blackstreet,7,3,23-May,I Get Lonely,23-May,1998
Brandy and Monica,18,1,6-Jun,The Boy Is Mine,6-Jun,1998
Jon B,4,7,20-Jun,They Don't Know,20-Jun,1998
Sarah McLachlan,13,3,22-Aug,Adia,20-Jun,1998
Usher,16,2,15-Aug,My Way,27-Jun,1998
Puff Daddy featuring Jimmy Page,8,4,25-Jul,Come with Me,27-Jun,1998
Madonna,4,5,11-Jul,Ray of Light,11-Jul,1998
Nicole featuring Missy Elliott and Mocha,6,5,1-Aug,Make It Hot,18-Jul,1998
Voices of Theory,1,10,25-Jul,Say It,25-Jul,1998
All Saints,7,4,22-Aug,Never Ever,1-Aug,1998
Five,7,10,1-Aug,When the Lights Go Out,1-Aug,1998
Jennifer Paige,17,3,5-Sep,Crush,8-Aug,1998
Monica,16,1,3-Oct,The First Night,22-Aug,1998
Ace of Base,2,10,22-Aug,Cruel Summer,22-Aug,1998
Tatyana Ali,6,6,12-Sep,Daydreamin',29-Aug,1998
Aerosmith,10,1,5-Sep,I Don't Want to Miss a Thing,5-Sep,1998
Mase featuring Puff Daddy,2,8,19-Sep,Lookin' at Me,12-Sep,1998
INOJ,5,6,26-Sep,Time After Time,19-Sep,1998
Edwin McCain,10,5,3-Oct,I'll Be,26-Sep,1998
Barenaked Ladies,9,1,17-Oct,One Week,3-Oct,1998
Dru Hill featuring Redman,9,3,24-Oct,How Deep is Your Love,10-Oct,1998
Faith Hill,8,7,10-Oct,This Kiss,10-Oct,1998
98 Degrees,14,3,21-Nov,Because of You,17-Oct,1998
Monifah,1,9,17-Oct,Touch It,17-Oct,1998
Xscape,2,9,24-Oct,My Little Secret,24-Oct,1998
Divine,14,1,28-Nov,Lately,24-Oct,1998
Deborah Cox,20,2,5-Dec,Nobody's Supposed to Be Here,7-Nov,1998
Lauryn Hill,11,1,14-Nov,Doo Wop (That Thing),14-Nov,1998
Shania Twain,6,4,19-Dec,From This Moment On,5-Dec,1998
Céline Dion and R. Kelly,10,1,5-Dec,I'm Your Angel,5-Dec,1998
Goo Goo Dolls,1,9,5-Dec,Iris,5-Dec,1998
Faith Evans,6,7,12-Dec,Love Like This,5-Dec,1998
Brandy,13,1,16-Jan,Have You Ever?,12-Dec,1999
Britney Spears,14,1,30-Jan,...Baby One More Time,12-Dec,1999
Shawn Mullins,6,7,16-Jan,Lullaby,12-Dec,1999
Total featuring Missy Elliott,3,7,9-Jan,Trippin',2-Jan,1999
Eagle-Eye Cherry,4,5,23-Jan,Save Tonight,16-Jan,1999
Jewel,3,6,23-Jan,Hands,23-Jan,1999
Goo Goo Dolls,8,8,13-Feb,Slide,23-Jan,1999
Third Eye Blind,3,5,30-Jan,Jumper,30-Jan,1999
Monica,15,1,13-Feb,Angel of Mine,30-Jan,1999
Backstreet Boys,9,5,6-Feb,All I Have to Give,6-Feb,1999
Sarah McLachlan,8,4,6-Mar,Angel,6-Feb,1999
Cher,16,1,13-Mar,Believe,13-Feb,1999
Whitney Houston featuring Faith Evans and Kelly Price,15,2,20-Mar,Heartbreak Hotel,13-Feb,1999
Case featuring Joe,1,10,20-Feb,Faded Pictures,20-Feb,1999
'N Sync,2,8,27-Feb,(God Must Have Spent) A Little More Time on You,27-Feb,1999
Jesse Powell,1,10,6-Mar,You,6-Mar,1999
Mariah Carey,7,4,20-Mar,I Still Believe,13-Mar,1999
Sugar Ray,13,3,3-Apr,Every Morning,13-Mar,1999
TLC,17,1,10-Apr,No Scrubs,13-Mar,1999
Sixpence None the Richer,16,2,1-May,Kiss Me,20-Mar,1999
Busta Rhymes featuring Janet Jackson,9,3,17-Apr,What's It Gonna Be?!,27-Mar,1999
Faith Evans featuring Puff Daddy,2,9,3-Apr,All Night Long,3-Apr,1999
Joey McIntyre,2,10,10-Apr,Stay the Same,10-Apr,1999
B*Witched,2,9,17-Apr,C'est la Vie,17-Apr,1999
Ricky Martin,14,1,8-May,Livin' la Vida Loca,1-May,1999
Tim McGraw,1,10,1-May,Please Remember Me,1-May,1999
JT Money featuring Solé,6,5,22-May,Who Dat,8-May,1999
Maxwell,9,4,29-May,Fortunate,15-May,1999
Jordan Knight,1,10,15-May,Give It to You,15-May,1999
702,19,4,19-Jun,Where My Girls At?,22-May,1999
Jennifer Lopez,15,1,12-Jun,If You Had My Love,29-May,1999
Blaque,4,8,12-Jun,808,29-May,1999
Shania Twain,4,7,12-Jun,That Don't Impress Me Much,5-Jun,1999
Chanté Moore,2,10,12-Jun,Chanté's Got a Man,12-Jun,1999
Backstreet Boys,11,6,26-Jun,I Want It That Way,19-Jun,1999
Pearl Jam,10,2,26-Jun,Last Kiss,26-Jun,1999
98 Degrees,3,5,3-Jul,The Hardest Thing,26-Jun,1999
Whitney Houston,5,4,3-Jul,It's Not Right but It's Okay,3-Jul,1999
Destiny's Child,10,1,17-Jul,"Bills, Bills, Bills",10-Jul,1999
Will Smith featuring Dru Hill and Kool Moe Dee,6,1,24-Jul,Wild Wild West,10-Jul,1999
Christina Aguilera,14,1,31-Jul,Genie in a Bottle,17-Jul,1999
Smash Mouth,12,4,14-Aug,All Star,17-Jul,1999
K-Ci & JoJo,4,2,14-Aug,Tell Me It's Real,7-Aug,1999
LFO,8,3,28-Aug,Summer Girls,7-Aug,1999
Naughty by Nature featuring Zhané,1,10,21-Aug,Jamboree,21-Aug,1999
Enrique Iglesias,6,1,4-Sep,Bailamos,28-Aug,1999
TLC,14,1,18-Sep,Unpretty,4-Sep,1999
Santana featuring Rob Thomas,30,1,23-Oct,Smooth,4-Sep,1999
Sugar Ray,7,7,2-Oct,Someday,4-Sep,1999
Chris Gaines,2,5,11-Sep,Lost in You,11-Sep,1999
Ricky Martin,5,2,25-Sep,She's All I Ever Had,18-Sep,1999
Lou Bega,12,3,13-Nov,Mambo No. 5,25-Sep,1999
Red Hot Chili Peppers,4,9,2-Oct,Scar Tissue,2-Oct,1999
Marc Anthony,19,3,27-Nov,I Need to Know,2-Oct,1999
Mariah Carey featuring Jay-Z,8,1,9-Oct,Heartbreaker,9-Oct,1999
Gloria Estefan and 'N Sync,3,2,16-Oct,Music of My Heart,16-Oct,1999
Puff Daddy featuring R. Kelly,6,2,30-Oct,Satisfy You,23-Oct,1999
Deborah Cox featuring R.L.,3,8,23-Oct,We Can't Be Friends,23-Oct,1999
Brian McKnight,15,2,20-Nov,Back at One,6-Nov,1999
Len,3,9,13-Nov,Steal My Sunshine,6-Nov,1999
Britney Spears,1,10,13-Nov,(You Drive Me) Crazy,13-Nov,1999
Jessica Simpson,10,3,11-Dec,I Wanna Love You Forever,20-Nov,1999
Jennifer Lopez,4,8,4-Dec,Waiting for Tonight,27-Nov,1999
Donell Jones featuring Lisa Lopes,6,7,11-Dec,U Know What's Up,4-Dec,1999
LFO,2,10,11-Dec,Girl on TV,11-Dec,1999
Kevon Edmonds,2,10,18-Dec,24/7,18-Dec,1999
Whitney Houston,17,4,1-Jan,My Love Is Your Love,9-Oct,2000
Savage Garden,17,1,29-Jan,I Knew I Loved You,4-Dec,2000
"Missy Elliott featuring Lil' Mo, Nas, Eve and Q-Tip",10,5,8-Jan,Hot Boyz,18-Dec,2000
Blaque,9,5,22-Jan,Bring It All to Me,25-Dec,2000
Kenny G,2,7,8-Jan,Auld Lang Syne,8-Jan,2000
Christina Aguilera,7,1,15-Jan,What a Girl Wants,15-Jan,2000
Eiffel 65,4,6,29-Jan,Blue (Da Ba Dee),22-Jan,2000
Céline Dion,9,6,4-Mar,That's the Way It Is,29-Jan,2000
Montell Jordan,12,4,12-Feb,Get It On Tonite,5-Feb,2000
Mariah Carey featuring Joe and 98 Degrees,4,1,19-Feb,Thank God I Found You,12-Feb,2000
Blink-182,5,6,19-Feb,All the Small Things,12-Feb,2000
Santana featuring The Product G&B,18,1,8-Apr,Maria Maria,19-Feb,2000
Backstreet Boys,8,6,18-Mar,Show Me the Meaning of Being Lonely,19-Feb,2000
Lonestar,12,1,4-Mar,Amazed,26-Feb,2000
Faith Hill,19,2,22-Apr,Breathe,26-Feb,2000
'N Sync,12,4,15-Apr,Bye Bye Bye,4-Mar,2000
Destiny's Child,11,1,18-Mar,Say My Name,18-Mar,2000
Sisqó,13,3,20-May,Thong Song,1-Apr,2000
Pink,7,7,8-Apr,There You Go,8-Apr,2000
Macy Gray,9,5,20-May,I Try,15-Apr,2000
Sonique,3,8,22-Apr,It Feels So Good,22-Apr,2000
Vertical Horizon,19,1,15-Jul,Everything You Want,22-Apr,2000
Toni Braxton,7,2,6-May,He Wasn't Man Enough,29-Apr,2000
Enrique Iglesias,10,1,24-Jun,Be with You,13-May,2000
Aaliyah,15,1,17-Jun,Try Again,20-May,2000
Marc Anthony,6,2,3-Jun,You Sang to Me,27-May,2000
Joe,16,4,1-Jul,I Wanna Know,3-Jun,2000
Eminem,7,4,24-Jun,The Real Slim Shady,10-Jun,2000
Britney Spears,3,9,10-Jun,Oops!... I Did It Again,10-Jun,2000
'N Sync,11,1,29-Jul,It's Gonna Be Me,24-Jun,2000
Christina Aguilera,4,3,1-Jul,I Turn to You,1-Jul,2000
Matchbox Twenty,14,1,22-Jul,Bent,8-Jul,2000
Creed,6,7,22-Jul,Higher,8-Jul,2000
Nine Days,7,6,22-Jul,Absolutely (Story of a Girl),22-Jul,2000
Destiny's Child,16,3,19-Aug,"Jumpin', Jumpin'",29-Jul,2000
Sisqó,13,1,12-Aug,Incomplete,5-Aug,2000
Janet Jackson,12,1,26-Aug,Doesn't Really Matter,5-Aug,2000
Ruff Endz,6,5,2-Sep,No More,19-Aug,2000
3 Doors Down,18,3,11-Nov,Kryptonite,2-Sep,2000
Next,3,7,9-Sep,Wifey,2-Sep,2000
Madonna,12,1,16-Sep,Music,9-Sep,2000
Nelly,5,7,16-Sep,Country Grammar (Hot Shit),9-Sep,2000
Christina Aguilera,8,1,14-Oct,Come On Over Baby (All I Want Is You),23-Sep,2000
98 Degrees,5,2,30-Sep,Give Me Just One Night (Una Noche),30-Sep,2000
Creed,18,1,11-Nov,With Arms Wide Open,30-Sep,2000
Erykah Badu,4,6,7-Oct,Bag Lady,7-Oct,2000
Pink,9,4,25-Nov,Most Girls,14-Oct,2000
Samantha Mumba,9,4,9-Dec,Gotta Tell You,28-Oct,2000
'N Sync,9,5,2-Dec,This I Promise You,4-Nov,2000
Destiny's Child,17,1,18-Nov,Independent Women Part I,4-Nov,2000
Mýa,13,2,2-Dec,Case of the Ex,4-Nov,2000
Backstreet Boys,3,9,2-Dec,Shape of My Heart,25-Nov,2000
Dream,11,2,30-Dec,He Loves U Not,16-Dec,2000
Faith Hill,13,6,13-Jan,The Way You Love Me,18-Nov,2001
Shaggy featuring Rikrok,16,1,3-Feb,It Wasn't Me,2-Dec,2001
Outkast,12,1,17-Feb,Ms. Jackson,16-Dec,2001
Matchbox Twenty,10,5,27-Jan,If You're Gone,30-Dec,2001
Debelah Morgan,3,8,6-Jan,Dance with Me,30-Dec,2001
O-Town,1,10,6-Jan,Liquid Dreams,6-Jan,2001
Lenny Kravitz,14,4,17-Feb,Again,20-Jan,2001
Jennifer Lopez,10,3,24-Feb,Love Don't Cost a Thing,20-Jan,2001
Madonna,8,4,3-Feb,Don't Tell Me,3-Feb,2001
Joe featuring Mystikal,14,1,24-Feb,Stutter,3-Feb,2001
Shaggy featuring Rayvon,14,1,31-Mar,Angel,17-Feb,2001
Ja Rule featuring Lil' Mo and Vita,7,8,24-Mar,Put It on Me,24-Feb,2001
Crazy Town,8,1,24-Mar,Butterfly,10-Mar,2001
112,3,6,17-Mar,It's Over Now,10-Mar,2001
Jagged Edge,3,9,10-Mar,Promise,10-Mar,2001
Janet Jackson,14,1,14-Apr,All for You,24-Mar,2001
Dido,11,3,28-Apr,Thank You,31-Mar,2001
Destiny's Child,11,2,14-Apr,Survivor,31-Mar,2001
Eden's Crush,3,8,31-Mar,Get Over Yourself,31-Mar,2001
Aerosmith,3,7,7-Apr,Jaded,31-Mar,2001
Case,5,4,28-Apr,Missing You,14-Apr,2001
Tamia,2,10,14-Apr,Stranger in My House,14-Apr,2001
Lifehouse,20,2,16-Jun,Hanging by a Moment,21-Apr,2001
Nelly featuring City Spud,12,3,23-Jun,Ride wit Me,28-Apr,2001
Uncle Kracker,8,5,9-Jun,Follow Me,5-May,2001
"Christina Aguilera, Lil' Kim, Mýa and Pink",12,1,2-Jun,Lady Marmalade,5-May,2001
S Club 7,2,10,12-May,Never Had a Dream Come True,12-May,2001
City High,4,8,26-May,What Would You Do?,19-May,2001
Nelly Furtado,1,9,26-May,I'm Like a Bird,26-May,2001
Missy Elliott,7,7,30-Jun,Get Ur Freak On,26-May,2001
R. Kelly featuring Jay-Z,6,6,23-Jun,Fiesta,2-Jun,2001
Lil' Romeo,5,3,30-Jun,My Baby,9-Jun,2001
Train,14,5,23-Jun,Drops of Jupiter (Tell Me),16-Jun,2001
112,8,4,7-Jul,Peaches & Cream,16-Jun,2001
Eve featuring Gwen Stefani,17,2,18-Aug,Let Me Blow Ya Mind,30-Jun,2001
Faith Hill,1,10,30-Jun,There You'll Be,30-Jun,2001
Usher,16,1,7-Jul,U Remind Me,7-Jul,2001
Blu Cantrell,16,2,21-Jul,Hit 'Em Up Style (Oops!),14-Jul,2001
Destiny's Child,6,1,4-Aug,Bootylicious,14-Jul,2001
Incubus,3,9,28-Jul,Drive,14-Jul,2001
O-Town,6,3,28-Jul,All or Nothing,21-Jul,2001
Mariah Carey featuring Cameo,3,2,4-Aug,Loverboy,4-Aug,2001
Alicia Keys,19,1,18-Aug,Fallin',4-Aug,2001
Jennifer Lopez featuring Ja Rule,19,1,8-Sep,I'm Real,11-Aug,2001
Jagged Edge featuring Nelly,13,3,15-Sep,Where the Party At,11-Aug,2001
Staind,12,5,20-Oct,It's Been Awhile,25-Aug,2001
Janet Jackson,6,3,1-Sep,Someone to Call My Lover,1-Sep,2001
Mary J. Blige,19,1,3-Nov,Family Affair,22-Sep,2001
Michael Jackson,1,10,22-Sep,You Rock My World,22-Sep,2001
Jay-Z,5,8,20-Oct,Izzo (H.O.V.A.),29-Sep,2001
Ginuwine,15,4,27-Oct,Differences,13-Oct,2001
Whitney Houston,1,6,27-Oct,The Star Spangled Banner,27-Oct,2001
Enrique Iglesias,14,3,17-Nov,Hero,27-Oct,2001
Nelly Furtado,8,5,10-Nov,Turn Off the Light,3-Nov,2001
Usher,20,1,15-Dec,U Got It Bad,3-Nov,2001
Ja Rule featuring Case,9,6,8-Dec,Livin' It Up,3-Nov,2001
Enya,3,10,10-Nov,Only Time,10-Nov,2001
Nickelback,23,1,22-Dec,How You Remind Me,17-Nov,2001
Destiny's Child,1,10,1-Dec,Emotion,1-Dec,2001
Pink,12,4,29-Dec,Get the Party Started,8-Dec,2001
Shakira,8,6,29-Dec,"Whenever, Wherever",15-Dec,2001
Ja Rule featuring Ashanti,16,1,23-Feb,Always on Time,22-Dec,2002
Creed,11,4,9-Feb,My Sacrifice,29-Dec,2002
Alicia Keys,7,7,9-Feb,A Woman's Worth,5-Jan,2002
The Calling,11,5,16-Mar,Wherever You Will Go,26-Jan,2002
No Doubt featuring Bounty Killer,7,5,2-Mar,Hey Baby,2-Feb,2002
Linkin Park,13,2,30-Mar,In the End,2-Feb,2002
Jennifer Lopez featuring Ja Rule,15,1,9-Mar,Ain't It Funny,9-Feb,2002
Brandy,5,7,16-Mar,What About Us?,23-Feb,2002
Craig David,1,10,2-Mar,7 Days,2-Mar,2002
Puddle of Mudd,13,5,11-May,Blurry,9-Mar,2002
Kylie Minogue,3,7,23-Mar,Can't Get You Out of My Head,16-Mar,2002
Tweet featuring Missy Elliott,7,7,4-May,Oops (Oh My),23-Mar,2002
Fat Joe featuring Ashanti and Ja Rule,14,2,6-Apr,What's Luv?,23-Mar,2002
Ashanti,17,1,20-Apr,Foolish,30-Mar,2002
'N Sync featuring Nelly,6,5,6-Apr,Girlfriend,30-Mar,2002
Usher,12,3,4-May,U Don't Have to Call,6-Apr,2002
Vanessa Carlton,15,5,18-May,A Thousand Miles,20-Apr,2002
P. Diddy featuring Usher and Loon,11,2,25-May,I Need a Girl (Part One),27-Apr,2002
Pink,4,8,11-May,Don't Let Me Get Me,4-May,2002
Michelle Branch,5,6,25-May,All You Wanted,11-May,2002
Shakira,1,9,18-May,Underneath Your Clothes,18-May,2002
Jimmy Eat World,10,5,22-Jun,The Middle,25-May,2002
Eminem,12,2,29-Jun,Without Me,25-May,2002
Nelly,18,1,29-Jun,Hot in Herre,1-Jun,2002
Truth Hurts featuring Rakim,6,9,8-Jun,Addictive,8-Jun,2002
Cam'ron featuring Juelz Santana,8,4,6-Jul,Oh Boy,15-Jun,2002
Chad Kroeger featuring Josey Scott,8,3,13-Jul,Hero,29-Jun,2002
Jennifer Lopez featuring Nas,5,10,29-Jun,I'm Gonna Be Alright,29-Jun,2002
Avril Lavigne,16,2,3-Aug,Complicated,13-Jul,2002
"P. Diddy featuring Tammy Ruggieri, Ginuwine, Loon, and Mario Winans",14,4,3-Aug,I Need a Girl (Part Two),13-Jul,2002
Nelly featuring Kelly Rowland,19,1,17-Aug,Dilemma,27-Jul,2002
"Irv Gotti presents The Inc. featuring Ja Rule, Ashanti, Charli Baltimore and Vita",5,6,17-Aug,Down 4 U,3-Aug,2002
Mario,8,4,24-Aug,Just a Friend 2002,3-Aug,2002
DJ Sammy and Yanou featuring Do,2,8,10-Aug,Heaven,10-Aug,2002
N.O.R.E.,4,10,10-Aug,Nothin',10-Aug,2002
Pink,7,8,17-Aug,Just Like a Pill,17-Aug,2002
Eve featuring Alicia Keys,12,2,14-Sep,Gangsta Lovin',24-Aug,2002
Ashanti,6,8,7-Sep,Happy,24-Aug,2002
Eminem,7,4,21-Sep,Cleanin' Out My Closet,31-Aug,2002
Dixie Chicks,1,7,31-Aug,Long Time Gone,31-Aug,2002
Creed,7,6,28-Sep,One Last Breath,14-Sep,2002
Daniel Bedingfield,1,10,28-Sep,Gotta Get thru This,28-Sep,2002
"Cam'ron featuring Juelz Santana, Freekey Zekey and Toya",10,3,2-Nov,Hey Ma,5-Oct,2002
Kelly Clarkson,7,1,5-Oct,A Moment Like This,5-Oct,2002
Ludacris featuring Mystikal and Infamous 2.0,2,10,5-Oct,Move Bitch,5-Oct,2002
Missy Elliott,16,2,16-Nov,Work It,12-Oct,2002
Eminem,16,1,9-Nov,Lose Yourself,19-Oct,2002
LL Cool J,9,4,16-Nov,Luv U Better,19-Oct,2002
No Doubt featuring Lady Saw,12,3,23-Nov,Underneath It All,19-Oct,2002
Santana featuring Michelle Branch,11,5,30-Nov,The Game of Love,2-Nov,2002
Avril Lavigne,1,10,2-Nov,Sk8er Boi,2-Nov,2002
Madonna,4,8,9-Nov,Die Another Day,9-Nov,2002
Sean Paul,6,7,7-Dec,Gimme the Light,16-Nov,2002
Jennifer Lopez featuring Jadakiss and Styles,9,3,7-Dec,Jenny from the Block,23-Nov,2002
Jay-Z featuring Beyoncé,11,4,28-Dec,'03 Bonnie & Clyde,7-Dec,2002
Nivea featuring Brian and Brandon Casey,7,8,21-Dec,Don't Mess with My Man,14-Dec,2002
"Nelly featuring Kyjuan, Ali and Murphy Lee",10,3,4-Jan,Air Force Ones,7-Dec,2003
Christina Aguilera,12,2,1-Feb,Beautiful,21-Dec,2003
B2K featuring P. Diddy,11,1,1-Feb,"Bump, Bump, Bump",28-Dec,2003
Erykah Badu featuring Common,1,9,4-Jan,Love of My Life (An Ode to Hip-Hop),4-Jan,2003
Dixie Chicks,10,7,8-Mar,Landslide,11-Jan,2003
Jennifer Lopez featuring LL Cool J,12,1,8-Feb,All I Have,25-Jan,2003
Justin Timberlake,9,3,1-Feb,Cry Me a River,25-Jan,2003
Avril Lavigne,10,4,1-Feb,I'm With You,25-Jan,2003
