Artist,Number of weeks in top ten,Peak,Peak date,Title,Top ten entry date,Year,Unique Words,Total Words
Gene Chandler,8,1,17-Feb,Duke of Earl,3-Feb,1962,63,230
Brenda Lee,7,4,3-Mar,Break It to Me Gently,3-Feb,1962,62,126
Burl Ives,2,9,10-Feb,A Little Bitty Tear,10-Feb,1962,76,222
Gary U.S. Bonds,3,9,24-Feb,Dear Lady Twist,10-Feb,1962,88,283
The Everly Brothers,5,6,3-Mar,Crying in the Rain,17-Feb,1962,84,168
Bruce Channel,8,1,10-Mar,Hey! Baby,24-Feb,1962,50,166
Kenny Ball and His Jazzmen,7,2,17-Mar,Midnight in Moscow,3-Mar,1962,83,157
Gene McDaniels,1,10,3-Mar,Chip Chip,3-Mar,1962,76,223
Connie Francis,6,1,31-Mar,Don't Break the Heart That Loves You,10-Mar,1962,66,165
The Sensations,4,4,17-Mar,Let Me In,10-Mar,1962,58,210
James Darren,3,6,17-Mar,Her Royal Majesty,10-Mar,1962,76,160
Don and Juan,4,7,17-Mar,What's Your Name,10-Mar,1962,58,160
Billy Joe and the Checkmates,1,10,17-Mar,Percolator (Twist),17-Mar,1962,9999,9999
Roy Orbison,3,4,31-Mar,Dream Baby,24-Mar,1962,32,149
Chubby Checker,7,3,14-Apr,Slow Twistin',24-Mar,1962,55,250
Sam Cooke,2,9,24-Mar,Twistin' the Night Away,24-Mar,1962,92,237
Shelley Fabares,9,1,7-Apr,Johnny Angel,31-Mar,1962,78,338
Elvis Presley,7,1,21-Apr,Good Luck Charm,31-Mar,1962,72,180
Rick Nelson,4,5,21-Apr,Young World,7-Apr,1962,61,206
Ketty Lester,3,5,14-Apr,Love Letters,7-Apr,1962,40,84
Dee Dee Sharp,9,2,5-May,Mashed Potato Time,7-Apr,1962,96,250
Clyde McPhatter,4,7,21-Apr,Lover Please,14-Apr,1962,57,206
The Shirelles,8,1,5-May,Soldier Boy,21-Apr,1962,47,114
Joey Dee and the Starliters,4,6,5-May,Shout,21-Apr,1962,64,230
Mr. Acker Bilk,11,1,26-May,Stranger on the Shore,21-Apr,1962,9999,9999
Gary U.S. Bonds,3,9,12-May,"Twist, Twist Senora",28-Apr,1962,74,335
Jimmy Dean,3,8,26-May,P.T. 109,5-May,1962,155,314
Jay and the Americans,3,5,19-May,She Cried,12-May,1962,40,93
Walter Brennan,4,5,26-May,Old Rivers,12-May,1962,146,296
Ernie Maresca,3,6,19-May,Shout! Shout! (Knock Yourself Out),12-May,1962,109,320
Brenda Lee,3,6,26-May,Everybody Loves Me But You,19-May,1962,65,143
Burl Ives,1,10,19-May,Funny Way of Laughin',19-May,1962,75,278
Ray Charles,11,1,2-Jun,I Can't Stop Loving You,26-May,1962,60,232
Dion,4,3,9-Jun,Lovers Who Wander,26-May,1962,90,248
Mary Wells,3,8,9-Jun,The One Who Really Loves You,2-Jun,1962,95,249
Gene Pitney,5,4,16-Jun,(The Man Who Shot) Liberty Valance,2-Jun,1962,115,290
Johnny Tillotson,6,3,16-Jun,It Keeps Right on A-Hurtin',9-Jun,1962,73,174
Connie Francis,3,7,9-Jun,Second Hand Love,9-Jun,1962,88,148
Freddy Cannon,7,3,23-Jun,Palisades Park,9-Jun,1962,85,211
The Marvelettes,5,7,23-Jun,Playboy,9-Jun,1962,101,341
David Rose and His Orchestra,9,1,7-Jul,The Stripper,16-Jun,1962,9999,9999
Johnny Crawford,2,8,23-Jun,Cindy's Birthday,23-Jun,1962,77,153
The Everly Brothers,1,9,23-Jun,That's Old Fashioned,23-Jun,1962,100,167
Bobby Vinton,10,1,14-Jul,Roses Are Red (My Love),30-Jun,1962,75,179
Emilio Pericoli,3,6,7-Jul,Al Di La,30-Jun,1962,63,98
Claude King,4,6,21-Jul,Wolverton Mountain,7-Jul,1962,86,226
Joe Henderson,1,8,7-Jul,Snap Your Fingers,7-Jul,1962,76,183
Joanie Sommers,2,7,21-Jul,Johnny Get Angry,7-Jul,1962,73,191
The Orlons,6,2,21-Jul,The Wah-Watusi,14-Jul,1962,73,171
Brian Hyland,6,3,28-Jul,Sealed with a Kiss,14-Jul,1962,65,162
Dee Dee Sharp,3,9,14-Jul,Gravy (For My Mashed Potatoes),14-Jul,1962,78,254
Pat Boone,5,6,28-Jul,Speedy Gonzales,21-Jul,1962,119,328
Neil Sedaka,7,1,11-Aug,Breaking Up Is Hard to Do,28-Jul,1962,74,256
Ray Stevens,5,5,4-Aug,Ahab the Arab,28-Jul,1962,204,389
Little Eva,7,1,25-Aug,The Loco-Motion,4-Aug,1962,85,209
Richard Chamberlain,1,10,4-Aug,Theme from Dr. Kildare (Three Stars Will Shine Tonight),4-Aug,1962,50,80
Barbara Lynn,1,8,11-Aug,You'll Lose a Good Thing,11-Aug,1962,55,185
Bobby Darin,5,3,25-Aug,Things,11-Aug,1962,83,291
Ray Charles,5,2,8-Sep,You Don't Know Me,18-Aug,1962,76,254
Dion,3,8,18-Aug,Little Diane,18-Aug,1962,77,238
Tommy Roe,6,1,1-Sep,Sheila,25-Aug,1962,67,217
Claudine Clark,3,5,1-Sep,Party Lights,25-Aug,1962,70,262
Elvis Presley,5,5,8-Sep,She's Not You,25-Aug,1962,59,90
Connie Francis,2,9,1-Sep,Vacation,1-Sep,1962,83,227
"Nat ""King"" Cole",8,2,22-Sep,Ramblin' Rose,8-Sep,1962,40,106
Rick Nelson,4,5,22-Sep,Teen Age Idol,8-Sep,1962,72,197
The Four Seasons,7,1,15-Sep,Sherry,15-Sep,1962,58,177
Booker T. & the M.G.'s,6,3,29-Sep,Green Onions,15-Sep,1962,22,26
Dickey Lee,7,6,6-Oct,Patches,15-Sep,1962,108,203
"Dave ""Baby"" Cortez",1,10,15-Sep,Rinky Dink,15-Sep,1962,9999,9999
Chris Montez,5,4,6-Oct,Let's Dance,22-Sep,1962,61,225
The Duprees,2,7,22-Sep,You Belong to Me,22-Sep,1962,56,85
Mary Wells,2,9,22-Sep,You Beat Me to the Punch,22-Sep,1962,94,247
"Bobby ""Boris"" Pickett and the Crypt-Kickers",7,1,20-Oct,Monster Mash,29-Sep,1962,136,380
Bent Fabric,3,7,29-Sep,Alley Cat,29-Sep,1962,63,273
Jimmy Clanton,1,7,6-Oct,Venus in Blue Jeans,6-Oct,1962,63,103
Frank Ifield,4,5,13-Oct,I Remember You,6-Oct,1962,52,128
The Contours,5,3,20-Oct,Do You Love Me,13-Oct,1962,60,330
"Peter, Paul and Mary",1,10,13-Oct,If I Had a Hammer,13-Oct,1962,37,232
The Crystals,7,1,3-Nov,He's a Rebel,20-Oct,1962,82,287
Gene Pitney,4,2,3-Nov,Only Love Can Break a Heart,20-Oct,1962,52,122
Brenda Lee,7,3,10-Nov,All Alone Am I,27-Oct,1962,52,159
Johnny Mathis,5,6,17-Nov,Gina,27-Oct,1962,53,167
The Four Seasons,10,1,17-Nov,Big Girls Don't Cry,3-Nov,1962,53,189
Chubby Checker,12,2,22-Dec,Limbo Rock,3-Nov,1962,61,170
Neil Sedaka,5,5,17-Nov,Next Door to an Angel,3-Nov,1962,93,230
Elvis Presley,10,2,17-Nov,Return to Sender,3-Nov,1962,68,156
Chubby Checker,1,10,10-Nov,Popeye (The Hitchhiker),10-Nov,1962,75,189
Marcie Blane,8,3,1-Dec,Bobby's Girl,17-Nov,1962,72,216
The Orlons,6,4,8-Dec,Don't Hang Up,17-Nov,1962,91,261
Bobby Rydell,1,10,17-Nov,The Cha-Cha-Cha,17-Nov,1962,54,138
Dee Dee Sharp,4,5,8-Dec,Ride!,24-Nov,1962,45,392
The Tijuana Brass,3,6,8-Dec,The Lonely Bull,1-Dec,1962,9999,9999
The Tornados,8,1,22-Dec,Telstar,8-Dec,1962,9999,9999
"""Little Esther"" Phillips",4,8,22-Dec,Release Me,8-Dec,1962,44,126
Ray Charles,2,7,29-Dec,You Are My Sunshine,22-Dec,1962,85,321
Dion,1,10,22-Dec,Love Came to Me,22-Dec,1962,72,297
Steve Lawrence,9,1,12-Jan,Go Away Little Girl,15-Dec,1963,60,134
Brook Benton,4,3,19-Jan,Hotel Happiness,29-Dec,1963,107,201
Bob B. Soxx & the Blue Jeans,3,8,12-Jan,Zip-a-Dee-Doo-Dah,29-Dec,1963,41,124
The Exciters,5,4,19-Jan,Tell Him,5-Jan,1963,93,340
Lou Monte,3,5,12-Jan,Pepino the Italian Mouse,5-Jan,1963,133,240
Bobby Vee,6,3,2-Feb,The Night Has a Thousand Eyes,12-Jan,1963,86,225
Paul Petersen,4,6,26-Jan,My Dad,12-Jan,1963,68,220
Mary Wells,4,7,19-Jan,Two Lovers,12-Jan,1963,70,205
Paul & Paula,9,1,9-Feb,Hey Paula,19-Jan,1963,54,158
The Rooftop Singers,7,1,26-Jan,Walk Right In,26-Jan,1963,28,162
Rick Nelson,2,6,2-Feb,It's Up to You,26-Jan,1963,71,240
Johnny Thunder,3,4,9-Feb,Loop de Loop,2-Feb,1963,50,124
The Drifters,3,5,9-Feb,Up on the Roof,2-Feb,1963,104,245
The Four Seasons,7,1,2-Mar,Walk Like a Man,9-Feb,1963,84,167
Dion,6,2,23-Feb,Ruby Baby,9-Feb,1963,92,190
The Cascades,9,3,9-Mar,Rhythm of the Rain,9-Feb,1963,82,225
The Miracles,3,8,9-Feb,You've Really Got a Hold on Me,9-Feb,1963,46,199
Ned Miller,3,6,16-Feb,From a Jack to a King,16-Feb,1963,52,161
Bobby Darin,7,3,16-Mar,You're the Reason I'm Living,23-Feb,1963,52,131
Eydie Gormé,5,7,2-Mar,Blame It on the Bossa Nova,23-Feb,1963,82,255
The Rebels,3,8,9-Mar,Wild Weekend,23-Feb,1963,14,20
Johnny Mathis,4,9,9-Mar,What Will My Mary Say,2-Mar,1963,47,140
Ruby & the Romantics,6,1,23-Mar,Our Day Will Come,9-Mar,1963,49,108
Skeeter Davis,6,2,23-Mar,The End of the World,9-Mar,1963,61,160
The Chiffons,9,1,30-Mar,He's So Fine,16-Mar,1963,85,177
The Orlons,5,3,13-Apr,South Street,23-Mar,1963,66,237
Roy Orbison,3,7,30-Mar,In Dreams,23-Mar,1963,78,136
Jackie Wilson,5,5,13-Apr,Baby Workout,30-Mar,1963,99,290
Bill Pursell,1,9,30-Mar,Our Winter Love,30-Mar,1963,9999,9999
Andy Williams,7,2,13-Apr,Can't Get Used to Losing You,6-Apr,1963,80,181
Paul & Paula,4,6,20-Apr,Young Lovers,6-Apr,1963,59,127
Little Peggy March,8,1,27-Apr,I Will Follow Him,13-Apr,1963,48,289
"Peter, Paul and Mary",6,2,11-May,"Puff, the Magic Dragon",13-Apr,1963,112,274
Dee Dee Sharp,2,10,13-Apr,Do the Bird,13-Apr,1963,74,231
The Chantays,5,4,4-May,Pipeline,20-Apr,1963,9999,9999
The Cookies,3,7,27-Apr,Don't Say Nothin' Bad (About My Baby),20-Apr,1963,52,353
The Drifters,2,9,27-Apr,On Broadway,27-Apr,1963,100,240
Mongo Santamaría,2,10,27-Apr,Watermelon Man,27-Apr,1963,2,16
Jimmy Soul,6,1,18-May,If You Wanna Be Happy,4-May,1963,94,393
The Beach Boys,6,3,25-May,Surfin' U.S.A.,4-May,1963,92,182
The Shirelles,3,4,25-May,Foolish Little Girl,11-May,1963,76,236
Brenda Lee,4,6,25-May,Losing You,11-May,1963,62,110
The Kingston Trio,2,8,18-May,The Reverend Mr. Black,11-May,1963,170,471
Al Martino,6,3,1-Jun,I Love You Because,18-May,1963,53,125
Lesley Gore,7,1,1-Jun,It's My Party,25-May,1963,70,246
Lou Christie,3,6,1-Jun,Two Faces Have I,25-May,1963,47,132
Ray Charles,1,8,25-May,Take These Chains from My Heart,25-May,1963,61,157
Sam Cooke,1,10,25-May,Another Saturday Night,25-May,1963,102,281
Kyu Sakamoto,8,1,15-Jun,Sukiyaki,1-Jun,1963,50,116
The Crystals,4,3,8-Jun,Da Doo Ron Ron,1-Jun,1963,50,184
The Dovells,5,3,15-Jun,You Can't Sit Down,1-Jun,1963,86,468
"Nat ""King"" Cole",4,6,29-Jun,Those Lazy-Hazy-Crazy Days of Summer,8-Jun,1963,84,243
Bill Anderson,3,8,8-Jun,Still,8-Jun,1963,105,223
Bobby Vinton,5,3,6-Jul,Blue on Blue,15-Jun,1963,65,201
Barbara Lewis,5,3,22-Jun,Hello Stranger,15-Jun,1963,62,231
Bobby Darin,1,10,15-Jun,Eighteen Yellow Roses,15-Jun,1963,84,148
The Chiffons,4,5,13-Jul,One Fine Day,22-Jun,1963,60,159
The Essex,7,1,6-Jul,Easier Said Than Done,29-Jun,1963,73,248
Jan and Dean,7,1,20-Jul,Surf City,29-Jun,1963,105,355
Lonnie Mack,5,5,20-Jul,Memphis,29-Jun,1963,98,168
The Tymes,7,1,3-Aug,So Much in Love,6-Jul,1963,63,185
Rolf Harris,5,3,13-Jul,"Tie Me Kangaroo Down, Sport",6-Jul,1963,102,333
The Surfaris,7,2,10-Aug,Wipe Out,13-Jul,1963,4,14
Little Stevie Wonder,7,1,10-Aug,Fingertips - Part 2,20-Jul,1963,163,316
Elvis Presley,6,3,10-Aug,(You're the) Devil in Disguise,20-Jul,1963,45,164
Marvin Gaye,1,10,20-Jul,Pride and Joy,20-Jul,1963,65,205
"Peter, Paul and Mary",7,2,17-Aug,Blowin' in the Wind,27-Jul,1963,72,183
Doris Troy,2,10,27-Jul,Just One Look,27-Jul,1963,59,109
Lesley Gore,5,5,17-Aug,Judy's Turn to Cry,3-Aug,1963,69,221
The Four Seasons,5,3,24-Aug,Candy Girl,10-Aug,1963,74,165
Kai Winding,4,8,24-Aug,More,10-Aug,1963,82,255
The Angels,9,1,31-Aug,My Boyfriend's Back,17-Aug,1963,105,328
Allan Sherman,6,2,24-Aug,"Hello Muddah, Hello Fadduh (A Letter from Camp)",17-Aug,1963,144,215
Randy & the Rainbows,2,10,24-Aug,Denise,24-Aug,1963,57,197
Trini Lopez,5,3,7-Sep,If I Had a Hammer,31-Aug,1963,40,276
Inez and Charlie Foxx,3,7,7-Sep,Mockingbird,31-Aug,1963,72,459
Bobby Vinton,8,1,21-Sep,Blue Velvet,7-Sep,1963,58,123
Martha and the Vandellas,6,4,21-Sep,(Love Is Like a) Heat Wave,7-Sep,1963,82,201
Major Lance,2,8,7-Sep,The Monkey Time,7-Sep,1963,76,271
Freddie Scott,1,10,7-Sep,Hey Girl,7-Sep,1963,61,109
The Jaynetts,6,2,28-Sep,Sally Go 'Round the Roses,14-Sep,1963,48,268
The Crystals,4,6,14-Sep,Then He Kissed Me,14-Sep,1963,88,228
The Beach Boys,2,7,14-Sep,Surfer Girl,14-Sep,1963,48,125
Garnet Mimms,6,4,12-Oct,Cry Baby,21-Sep,1963,90,215
The Miracles,2,8,21-Sep,Mickey's Monkey,21-Sep,1963,65,269
The Ronettes,6,2,12-Oct,Be My Baby,28-Sep,1963,64,240
The Tymes,2,7,28-Sep,Wonderful! Wonderful!,28-Sep,1963,88,182
Jimmy Gilmer and the Fireballs,10,1,12-Oct,Sugar Shack,5-Oct,1963,98,202
Ray Charles,6,4,19-Oct,Busted,5-Oct,1963,106,203
Roy Orbison,5,5,2-Nov,Mean Woman Blues,12-Oct,1963,45,189
Dion,4,6,26-Oct,Donna the Prima Donna,12-Oct,1963,98,243
Nino Tempo & April Stevens,7,1,16-Nov,Deep Purple,19-Oct,1963,57,198
"Peter, Paul and Mary",2,9,26-Oct,"Don't Think Twice, It's All Right",19-Oct,1963,126,284
The Village Stompers,7,2,23-Nov,Washington Square,26-Oct,1963,170,277
The Impressions,5,4,9-Nov,It's All Right,2-Nov,1963,87,255
Los Indios Tabajaras,4,6,16-Nov,Maria Elena,2-Nov,1963,9999,9999
Skeeter Davis,2,7,2-Nov,I Can't Stay Mad at You,2-Nov,1963,59,105
Dale and Grace,7,1,23-Nov,I'm Leaving It Up to You,9-Nov,1963,41,115
Elvis Presley,4,8,16-Nov,Bossa Nova Baby,9-Nov,1963,91,224
Tommy Roe,6,3,7-Dec,Everybody,16-Nov,1963,39,140
Lesley Gore,4,5,7-Dec,She's a Fool,16-Nov,1963,63,167
Bobby Bare,1,10,16-Nov,500 Miles Away From Home,16-Nov,1963,90,203
The Singing Nun,9,1,7-Dec,Dominique,23-Nov,1963,104,384
The Dixiebelles,1,9,30-Nov,(Down at) Papa Joe's,30-Nov,1963,103,190
The Kingsmen,9,2,14-Dec,Louie Louie,7-Dec,1963,76,220
The Caravelles,4,3,21-Dec,You Don't Have to Be a Baby to Cry,7-Dec,1963,45,139
The Beach Boys,4,6,21-Dec,Be True to Your School,7-Dec,1963,92,248
Rufus Thomas,2,10,7-Dec,Walking the Dog,7-Dec,1963,82,227
Lenny Welch,5,4,28-Dec,Since I Fell for You,14-Dec,1963,65,134
Dion,3,6,28-Dec,Drip Drop,14-Dec,1963,92,279
Bobby Vinton,9,1,4-Jan,There! I've Said It Again,14-Dec,1964,57,148
The Murmaids,6,3,11-Jan,Popsicles and Icicles,21-Dec,1964,67,104
Bobby Rydell,5,4,18-Jan,Forget Him,28-Dec,1964,47,168
Johnny Tillotson,3,7,4-Jan,Talk Back Trembling Lips,28-Dec,1964,71,215
Martha and the Vandellas,1,8,4-Jan,Quicksand,4-Jan,1964,66,192
Shirley Ellis,3,8,11-Jan,The Nitty Gritty,4-Jan,1964,57,261
Joey Powers,2,10,4-Jan,Midnight Mary,4-Jan,1964,73,191
The Trashmen,5,4,25-Jan,Surfin' Bird,11-Jan,1964,25,426
The Marketts,5,3,1-Feb,Out of Limits,18-Jan,1964,9999,9999
The Rip Chords,6,4,8-Feb,Hey Little Cobra,18-Jan,1964,80,256
Jan and Dean,2,10,18-Jan,Drag City,18-Jan,1964,92,323
The Beatles,12,1,1-Feb,I Want to Hold Your Hand,25-Jan,1964,40,203
Major Lance,6,5,8-Feb,"Um, Um, Um, Um, Um, Um",25-Jan,1964,80,271
Lesley Gore,5,2,1-Feb,You Don't Own Me,1-Feb,1964,60,237
Rick Nelson,3,6,15-Feb,For You,1-Feb,1964,39,117
Dionne Warwick,3,8,15-Feb,Anyone Who Had a Heart,1-Feb,1964,57,267
The Beatles,11,1,21-Mar,She Loves You,8-Feb,1964,53,237
Al Hirt,6,4,29-Feb,Java,15-Feb,1964,9999,9999
The Tams,2,9,22-Feb,What Kind of Fool (Do You Think I Am),15-Feb,1964,53,175
The Four Seasons,6,3,22-Feb,Dawn (Go Away),22-Feb,1964,74,168
The Rivieras,4,5,29-Feb,California Sun,22-Feb,1964,46,179
Diane Renay,5,6,14-Mar,Navy Blue,22-Feb,1964,75,179
The Beatles,7,3,14-Mar,Please Please Me,29-Feb,1964,50,158
Dale & Grace,2,8,7-Mar,Stop and Think It Over,29-Feb,1964,52,115
The Beach Boys,4,5,21-Mar,"Fun, Fun, Fun",7-Mar,1964,95,357
Bobby Goldsboro,2,9,14-Mar,See the Funny Little Clown,7-Mar,1964,71,167
Al Martino,2,9,21-Mar,I Love You More and More Every Day,14-Mar,1964,42,114
Louis Armstrong,13,1,9-May,"Hello, Dolly!",21-Mar,1964,65,163
The Beatles,7,2,4-Apr,Twist and Shout,21-Mar,1964,37,275
Terry Stafford,7,3,11-Apr,Suspicion,28-Mar,1964,87,181
Bobby Vinton,2,9,28-Mar,My Heart Belongs to Only You,28-Mar,1964,68,140
The Dave Clark Five,5,6,25-Apr,Glad All Over,28-Mar,1964,65,309
The Beatles,6,1,4-Apr,Can't Buy Me Love,4-Apr,1964,55,235
Betty Everett,3,6,11-Apr,The Shoop Shoop Song (It's in His Kiss),4-Apr,1964,58,299
The Serendipity Singers,6,6,2-May,Don't Let the Rain Come Down (Crooked Little Man),11-Apr,1964,59,412
The Beatles,5,2,9-May,Do You Want to Know a Secret,18-Apr,1964,44,145
Jan and Dean,5,8,9-May,Dead Man's Curve,18-Apr,1964,135,300
The Dave Clark Five,5,4,2-May,Bits and Pieces,25-Apr,1964,78,217
Mary Wells,8,1,16-May,My Guy,25-Apr,1964,93,299
The Four Seasons,4,6,16-May,Ronnie,2-May,1964,59,202
Danny Williams,2,9,16-May,White on White,9-May,1964,84,171
The Beatles,6,1,30-May,Love Me Do,16-May,1964,20,112
Roy Orbison,3,9,23-May,It's Over,16-May,1964,72,144
The Dixie Cups,7,1,6-Jun,Chapel of Love,23-May,1964,53,203
Peter and Gordon,8,1,27-Jun,A World Without Love,23-May,1964,57,215
The Ray Charles Singers,6,3,13-Jun,Love Me with All Your Heart,23-May,1964,59,188
The Reflections,3,6,30-May,(Just Like) Romeo and Juliet,23-May,1964,57,114
Dionne Warwick,5,6,13-Jun,Walk On By,30-May,1964,61,206
Billy J. Kramer with The Dakotas,3,7,13-Jun,Little Children,30-May,1964,91,199
The Beatles,1,10,6-Jun,P.S. I Love You,6-Jun,1964,40,160
The Beach Boys,9,1,4-Jul,I Get Around,13-Jun,1964,84,331
Barbra Streisand,5,5,27-Jun,People,13-Jun,1964,48,124
Millie Small,5,2,4-Jul,My Boy Lollipop,20-Jun,1964,46,170
Gerry and the Pacemakers,5,4,4-Jul,Don't Let the Sun Catch You Crying,20-Jun,1964,67,132
The Bachelors,1,10,20-Jun,Diane,20-Jun,1964,34,129
Johnny Rivers,6,2,11-Jul,Memphis,27-Jun,1964,97,168
Billy J. Kramer with The Dakotas,2,9,27-Jun,Bad to Me,27-Jun,1964,61,239
The Four Seasons,7,1,18-Jul,Rag Doll,4-Jul,1964,63,135
The Dave Clark Five,4,4,18-Jul,Can't You See That She's Mine,4-Jul,1964,73,284
Stan Getz and Astrud Gilberto,4,5,18-Jul,The Girl From Ipanema,11-Jul,1964,113,300
Chuck Berry,1,10,11-Jul,No Particular Place to Go,11-Jul,1964,84,161
Jan and Dean,5,3,1-Aug,The Little Old Lady from Pasadena,18-Jul,1964,91,308
Roger Miller,4,7,1-Aug,Dang Me,18-Jul,1964,86,188
The Impressions,2,10,18-Jul,Keep On Pushing,18-Jul,1964,64,145
The Beatles,8,1,1-Aug,A Hard Day's Night,25-Jul,1964,60,268
Dusty Springfield,5,6,1-Aug,Wishin' and Hopin',25-Jul,1964,60,257
Dean Martin,8,1,15-Aug,Everybody Loves Somebody,1-Aug,1964,62,148
The Supremes,9,1,22-Aug,Where Did Our Love Go,1-Aug,1964,60,175
The Drifters,5,4,22-Aug,Under the Boardwalk,8-Aug,1964,66,212
The Jelly Beans,2,9,8-Aug,I Wanna Love Him So Bad,8-Aug,1964,56,142
The Animals,8,1,5-Sep,The House of the Rising Sun,15-Aug,1964,80,161
Bobby Freeman,5,5,29-Aug,C'mon and Swim,15-Aug,1964,61,204
The Dave Clark Five,5,3,12-Sep,Because,22-Aug,1964,43,124
The Ventures,2,8,22-Aug,"Walk, Don't Run '64",22-Aug,1964,9999,9999
Gerry and the Pacemakers,3,9,5-Sep,How Do You Do It?,22-Aug,1964,45,178
The Newbeats,7,2,19-Sep,Bread and Butter,29-Aug,1964,52,129
Ronny & the Daytonas,6,4,26-Sep,G.T.O.,5-Sep,1964,88,329
Roy Orbison,8,1,26-Sep,"Oh, Pretty Woman",12-Sep,1964,85,186
The Shangri-Las,6,5,26-Sep,Remember (Walking in the Sand),12-Sep,1964,81,140
Manfred Mann,9,1,17-Oct,Do Wah Diddy Diddy,19-Sep,1964,86,315
Martha and the Vandellas,7,2,17-Oct,Dancing in the Street,19-Sep,1964,90,294
Gene Pitney,4,7,3-Oct,It Hurts to Be in Love,26-Sep,1964,65,237
The Four Seasons,2,10,26-Sep,Save It for Me,26-Sep,1964,55,146
Gale Garnett,6,4,17-Oct,We'll Sing in the Sunshine,3-Oct,1964,78,219
J. Frank Wilson and the Cavaliers,8,2,7-Nov,Last Kiss,10-Oct,1964,110,266
Chad & Jeremy,3,7,17-Oct,A Summer Song,10-Oct,1964,77,170
Betty Everett and Jerry Butler,5,5,7-Nov,Let It Be Me,17-Oct,1964,53,131
The Beach Boys,2,9,17-Oct,When I Grow Up (To Be a Man),17-Oct,1964,101,211
The Supremes,8,1,31-Oct,Baby Love,24-Oct,1964,86,229
The Honeycombs,5,5,14-Nov,Have I the Right?,24-Oct,1964,70,281
The Hondells,1,9,31-Oct,Little Honda,31-Oct,1964,88,177
Roger Miller,2,9,7-Nov,Chug-A-Lug,31-Oct,1964,114,212
The Shangri-Las,5,1,28-Nov,Leader of the Pack,7-Nov,1964,144,295
Jay and the Americans,4,3,21-Nov,Come a Little Bit Closer,7-Nov,1964,99,276
Dean Martin,3,6,14-Nov,The Door Is Still Open to My Heart,7-Nov,1964,45,147
Lorne Greene,7,1,5-Dec,Ringo,14-Nov,1964,186,382
The Zombies,8,2,12-Dec,She's Not There,14-Nov,1964,62,245
The Rolling Stones,6,6,5-Dec,Time Is on My Side,21-Nov,1964,78,298
The Kinks,5,7,28-Nov,You Really Got Me,21-Nov,1964,34,243
Bobby Vinton,9,1,12-Dec,Mr. Lonely,28-Nov,1964,49,124
Johnny Rivers,2,9,5-Dec,Mountain of Love,28-Nov,1964,99,287
The Supremes,9,1,19-Dec,Come See About Me,5-Dec,1964,89,267
Gene Pitney,3,9,12-Dec,I'm Gonna Be Strong,5-Dec,1964,80,143
The Beatles,7,1,26-Dec,I Feel Fine,12-Dec,1964,41,193
The Beach Boys,3,8,19-Dec,"Dance, Dance, Dance",12-Dec,1964,64,261
Little Anthony and the Imperials,5,6,26-Dec,Goin' Out of My Head,19-Dec,1964,59,198
The Beatles,2,4,26-Dec,She's a Woman,26-Dec,1964,56,253
The Larks,5,7,16-Jan,The Jerk,26-Dec,1965,81,221
The Searchers,6,3,16-Jan,Love Potion No. 9,2-Jan,1965,97,217
The Impressions,2,7,9-Jan,Amen,2-Jan,1965,43,92
Julie Rogers,2,10,2-Jan,The Wedding,2-Jan,1965,68,131
Petula Clark,9,1,23-Jan,Downtown,9-Jan,1965,117,264
The Righteous Brothers,9,1,6-Feb,You've Lost That Lovin' Feelin',9-Jan,1965,86,259
Marvin Gaye,4,6,30-Jan,How Sweet It Is (To Be Loved by You),16-Jan,1965,72,230
Del Shannon,3,9,30-Jan,Keep Searchin' (We'll Follow the Sun),16-Jan,1965,69,189
Shirley Ellis,5,3,30-Jan,The Name Game,23-Jan,1965,105,308
Gary Lewis & the Playboys,9,1,20-Feb,This Diamond Ring,30-Jan,1965,65,202
Joe Tex,3,5,30-Jan,Hold What You've Got,30-Jan,1965,106,233
The Kinks,4,7,6-Feb,All Day and All of the Night,30-Jan,1965,38,181
The Temptations,8,1,6-Mar,My Girl,6-Feb,1965,66,185
Sam Cooke,4,7,27-Feb,Shake,6-Feb,1965,94,284
The Kingsmen,5,4,6-Mar,The Jolly Green Giant,13-Feb,1965,125,230
Peter and Gordon,3,9,20-Feb,I Go to Pieces,13-Feb,1965,92,225
The Ad Libs,2,8,27-Feb,The Boy from New York City,20-Feb,1965,105,280
Roger Miller,7,4,20-Mar,King of the Road,27-Feb,1965,81,214
The Zombies,2,6,27-Feb,Tell Her No,27-Feb,1965,50,178
The Beatles,5,1,13-Mar,Eight Days a Week,6-Mar,1965,45,206
Jewel Akens,6,3,20-Mar,The Birds and the Bees,6-Mar,1965,58,202
Gerry and the Pacemakers,4,6,20-Mar,Ferry Cross the Mersey,6-Mar,1965,60,116
The Supremes,8,1,27-Mar,Stop! In the Name of Love,13-Mar,1965,81,258
Herman's Hermits,6,2,27-Mar,Can't You Hear My Heartbeat,13-Mar,1965,71,238
Little Anthony and the Imperials,1,10,13-Mar,Hurt So Bad,13-Mar,1965,65,222
Junior Walker & the All Stars,6,4,3-Apr,Shotgun,20-Mar,1965,57,168
Shirley Bassey,3,8,27-Mar,Goldfinger,20-Mar,1965,55,146
Freddie and the Dreamers,6,1,10-Apr,I'm Telling You Now,3-Apr,1965,41,205
Martha and the Vandellas,3,8,10-Apr,Nowhere to Run,3-Apr,1965,91,285
Vic Dana,2,10,3-Apr,Red Roses for a Blue Lady,3-Apr,1965,51,141
